Вектор Мощи,Скорость перехода через портал,Приток Силы Потока,Ритм магического ядра,Поток Энергий,Сила Левого Потока,Сила Правого Потока,Пламя Стихий,Приток давления Выдоха Истока,Давление выдоха Истока,Печать Чародея,Эмульсия Истока,Дыхание Истока,Гармония Бессмертия,Тип Вектора Мощи
2.088,3.08664,4029.497,145.50401566831758,6833.194,30.57,30.57,523.331,1.244,6.655,0.0,0.155,0.973,0.994,Слабый
3.144,4.6299600000000005,8378.373,145.22043457145355,7107.934,60.351,60.351,580.117,1.389,7.446,12.057,0.239,0.973,0.994,Ниже среднего
4.161,6.17328,14722.157,162.0500511364892,7777.737,113.775,113.775,634.139,1.658,8.858,16.883,0.334,0.973,0.994,Ниже среднего
5.14,,21632.375,201.51609940770075,8489.817,175.276,175.276,700.815,2.08,11.016,24.76,0.49,0.973,0.994,Выше среднего
6.175,9.25992,29791.97,241.63036296310293,8823.024,246.223,246.223,767.384,2.504,13.141,33.796,0.669,0.973,0.994,Выше среднего
7.148,10.80324,38988.12,280.44798651061353,9130.67,332.187,332.187,819.686,2.968,15.431,43.52,0.862,0.973,0.994,Сильный
8.206,12.34656,50994.035,323.32266281097,9312.421,437.992,437.992,916.789,3.577,18.315,59.69,1.182,0.973,0.994,Сильный
9.3,13.88988,72776.076,372.84547276509807,9767.23,644.92,644.92,1072.613,4.504,22.446,88.747,1.757,0.973,0.994,Сильный
1.138,1.54332,6778.969,144.95800686512368,6705.79,9.525,9.525,629.339,1.323,7.11,0.0,0.283,0.973,0.995,Слабый
2.088,3.08664,4204.24,145.64297878336137,6836.516,30.833,30.833,527.529,1.251,6.685,0.0,0.16,0.973,0.995,Слабый
3.144,4.6299600000000005,8378.395,145.22053929120867,7110.482,60.344,60.344,579.33,1.389,7.439,12.024,0.238,0.973,0.995,Ниже среднего
4.161,6.17328,14722.18,162.0501558562443,7779.729,113.781,113.781,633.286,1.658,8.849,16.841,0.333,0.973,0.995,Ниже среднего
5.14,7.7166,21632.377,201.5164135669661,8490.717,175.298,175.298,699.873,2.08,11.005,24.705,0.489,0.973,0.995,Выше среднего
6.175,9.25992,29792.258,241.62868744702104,8824.046,246.212,246.212,766.317,2.504,13.127,33.725,0.668,0.973,0.995,Выше среднего
7.148,10.80324,38987.747,280.4480912303687,9131.172,332.182,332.182,818.69,2.967,15.415,43.441,0.86,0.973,0.995,Сильный
8.206,12.34656,50993.961,323.3225580912149,9312.831,437.998,437.998,915.768,3.577,18.294,59.595,1.18,0.973,0.995,Сильный
9.3,13.88988,72776.681,372.8456822046084,9768.032,645.08,645.08,1071.761,4.502,22.42,88.644,1.755,0.973,0.995,Сильный
1.138,1.54332,7164.74,143.66984915739673,6700.741,8.805,8.805,642.381,1.33,7.154,5.969,0.304,0.973,0.996,Слабый
2.088,,4500.559,145.85283717262115,6840.329,31.214,31.214,535.002,1.261,6.731,0.0,0.169,0.973,0.996,Слабый
3.144,4.6299600000000005,8378.525,145.22053929120867,7113.039,60.348,60.348,578.546,1.389,7.432,11.991,0.237,0.973,0.996,Ниже среднего
4.161,6.17328,14722.379,162.0501558562443,7781.736,113.783,113.783,632.436,1.658,8.84,16.8,0.333,0.973,0.996,Ниже среднего
5.14,7.7166,21632.644,201.5165182867212,8491.625,175.312,175.312,698.935,2.08,10.994,24.651,0.488,0.973,0.996,Выше среднего
6.175,9.25992,29792.535,241.62690721118403,8825.067,246.254,246.254,765.253,2.503,13.114,33.655,0.666,0.973,0.996,Выше среднего
7.148,10.80324,38987.386,280.4483006698789,9131.675,332.273,332.273,817.698,2.966,15.398,43.362,0.859,0.973,0.996,Сильный
8.206,12.34656,50993.875,323.3225580912149,9313.241,437.953,437.953,914.75,3.576,18.274,59.5,1.178,0.973,0.996,Сильный
9.3,13.88988,72777.417,372.8463105231391,9768.833,645.021,645.021,1070.914,4.501,22.394,88.541,1.753,0.973,0.996,Сильный
1.138,1.54332,6935.905,140.74387447959833,6685.422,7.213,7.213,643.197,1.316,7.081,20.23,0.313,0.973,0.997,Слабый
2.088,,4500.875,145.8444595922116,6842.727,31.2,31.2,534.264,1.261,6.728,0.0,0.168,0.973,0.997,Слабый
3.144,4.6299600000000005,8378.648,145.2206440109638,7115.596,60.348,60.348,577.764,1.389,7.425,11.958,0.237,0.973,0.997,Ниже среднего
4.161,,14722.41,162.0502605759994,7783.732,113.763,113.763,631.588,1.658,8.831,16.758,0.332,0.973,0.997,Ниже среднего
5.14,7.7166,21632.752,201.51672772623144,8492.528,175.309,175.309,697.999,2.08,10.983,24.596,0.487,0.973,0.997,Выше среднего
6.175,9.25992,29792.937,241.62617417289812,8826.095,246.221,246.221,764.192,2.503,13.101,33.584,0.665,0.973,0.997,Выше среднего
7.148,10.80324,38986.936,280.44840538963405,9132.176,332.265,332.265,816.707,2.966,15.382,43.283,0.857,0.973,0.997,Сильный
8.206,12.34656,50993.844,323.3222439319496,9313.65,438.015,438.015,913.736,3.575,18.254,59.405,1.176,0.973,0.997,Сильный
9.3,13.88988,72777.565,372.8463105231391,9769.619,645.103,645.103,1070.064,4.5,22.367,88.438,1.751,0.973,0.997,Сильный
1.138,1.54332,5452.602,138.343069373725,6672.256,5.938,5.938,609.939,1.268,6.816,29.686,0.279,0.973,0.998,Слабый
2.088,3.08664,4722.313,145.9440480793304,6845.829,31.393,31.393,539.471,1.268,6.757,0.0,0.175,0.973,0.998,Слабый
3.144,4.6299600000000005,8378.801,145.2206440109638,7118.156,60.355,60.355,576.984,1.389,7.418,11.925,0.236,0.973,0.998,Ниже среднего
4.161,6.17328,14722.482,162.0502605759994,7785.732,113.781,113.781,630.741,1.657,8.823,16.717,0.331,0.973,0.998,Ниже среднего
5.14,7.7166,21632.995,201.51683244598647,8493.435,175.267,175.267,697.065,2.079,10.972,24.542,0.486,0.973,0.998,Выше среднего
6.175,9.25992,29793.122,241.6240797777958,8827.117,246.237,246.237,763.135,2.503,13.087,33.514,0.664,0.973,0.998,Выше среднего
7.148,10.80324,38986.557,280.4486148291443,9132.678,332.142,332.142,815.719,2.965,15.365,43.204,0.855,0.973,0.998,Сильный
8.206,12.34656,50993.771,323.3222439319496,9314.058,438.092,438.092,912.725,3.574,18.234,59.31,1.174,0.973,0.998,Сильный
9.3,13.88988,72779.206,372.84547276509807,9770.421,644.987,644.987,1069.225,4.499,22.341,88.337,1.749,0.973,0.998,Сильный
1.138,1.54332,4131.221,137.49347800043918,6668.305,5.495,5.495,576.053,1.226,6.579,31.529,0.24,0.973,0.999,Слабый
2.088,3.08664,4703.159,145.9290731543483,6848.25,31.362,31.362,538.299,1.267,6.749,0.0,0.174,0.973,0.999,Слабый
3.144,4.6299600000000005,8378.87,145.2207487307189,7120.71,60.35,60.35,576.204,1.389,7.411,11.892,0.235,0.973,0.999,Ниже среднего
4.161,,14722.675,162.05036529575457,7787.745,113.781,113.781,629.898,1.657,8.814,16.676,0.33,0.973,0.999,Ниже среднего
5.14,7.7166,21633.052,201.5170418854968,8494.338,175.276,175.276,696.133,2.079,10.961,24.488,0.485,0.973,0.999,Выше среднего
6.175,9.25992,29793.467,241.62292786048948,8828.154,246.227,246.227,762.083,2.502,13.074,33.444,0.662,0.973,0.999,Выше среднего
7.148,10.80324,38986.221,280.44851010938913,9133.179,332.17,332.17,814.734,2.965,15.348,43.126,0.854,0.973,0.999,Сильный
8.206,12.34656,50993.704,323.3220344924393,9314.465,438.095,438.095,911.717,3.573,18.214,59.216,1.172,0.973,0.999,Сильный
9.3,13.88988,72779.624,372.8462058033839,9771.205,644.988,644.988,1068.382,4.498,22.315,88.234,1.747,0.973,0.999,Сильный
1.138,1.54332,2722.988,137.3367125270251,6668.262,5.399,5.399,536.105,1.181,6.321,30.446,0.193,0.973,1.0,Слабый
2.088,3.08664,4826.218,145.94980766586198,6850.832,31.406,31.406,540.85,1.271,6.764,0.0,0.178,0.973,1.0,Слабый
3.144,4.6299600000000005,8378.899,145.2207487307189,7123.263,60.358,60.358,575.426,1.389,7.404,11.859,0.235,0.973,1.0,Ниже среднего
4.161,,14722.677,162.0504700155097,7789.743,113.78,113.78,629.056,1.657,8.805,16.635,0.329,0.973,1.0,Ниже среднего
5.14,7.7166,21633.328,201.51725132500704,8495.247,175.276,175.276,695.205,2.079,10.95,24.434,0.484,0.973,1.0,Выше среднего
6.175,,29793.848,241.62188066293825,8829.193,246.24,246.24,761.034,2.502,13.061,33.375,0.661,0.973,1.0,Выше среднего
7.148,10.80324,38985.831,280.4487195488994,9133.68,332.121,332.121,813.752,2.964,15.332,43.047,0.852,0.973,1.0,Сильный
8.206,12.34656,50993.601,323.3220344924393,9314.871,438.087,438.087,910.712,3.573,18.193,59.122,1.17,0.973,1.0,Сильный
9.3,13.88988,72780.42,372.8457869243635,9771.988,645.029,645.029,1067.543,4.496,22.288,88.133,1.745,0.973,1.0,Сильный
1.138,1.54332,5895.225,143.31683886288835,6645.5,8.646,8.646,627.96,1.295,7.085,9.669,0.279,0.974,0.975,Слабый
2.088,3.08664,2923.581,141.96480210453845,6761.477,24.312,24.312,515.192,1.201,6.535,14.846,0.149,0.974,0.975,Слабый
3.144,4.6299600000000005,8376.298,145.2191779343921,7057.311,60.32,60.32,594.906,1.392,7.585,12.679,0.251,0.974,0.975,Ниже среднего
4.161,6.17328,14720.489,162.04868977967263,7737.916,113.757,113.757,650.283,1.662,9.03,17.667,0.35,0.974,0.975,Ниже среднего
5.14,7.7166,21628.668,201.5129578150472,8471.738,175.225,175.225,718.628,2.086,11.233,25.796,0.511,0.974,0.975,Выше среднего
6.175,9.25992,29760.835,241.5655414346839,8801.597,245.922,245.922,787.598,2.51,13.397,35.119,0.695,0.974,0.975,Выше среднего
7.148,10.80324,38997.817,280.4446354784497,9120.587,332.293,332.293,838.458,2.98,15.759,45.025,0.891,0.974,0.975,Сильный
8.206,12.34656,50991.221,323.3073737267226,9303.909,438.089,438.089,936.132,3.593,18.712,61.511,1.218,0.974,0.975,Сильный
9.3,13.88988,72759.26,372.8417028539138,9750.018,644.693,644.693,1088.17,4.527,22.968,90.682,1.795,0.974,0.975,Сильный
1.138,1.54332,5732.489,141.46466055408695,6636.164,7.635,7.635,628.208,1.285,7.034,18.726,0.285,0.974,0.976,Слабый
2.088,3.08664,2805.802,142.50808819409926,6767.389,25.24,25.24,508.34,1.197,6.507,11.9,0.139,0.974,0.976,Слабый
3.144,4.6299600000000005,8376.394,145.21928265414724,7059.85,60.326,60.326,594.089,1.391,7.578,12.645,0.25,0.974,0.976,Ниже среднего
4.161,6.17328,14720.489,162.04879449942777,7739.87,113.76,113.76,649.389,1.662,9.021,17.624,0.349,0.974,0.976,Ниже среднего
5.14,7.7166,21628.965,201.51306253480223,8472.64,175.272,175.272,717.641,2.086,11.222,25.739,0.51,0.974,0.976,Выше среднего
6.175,,29760.929,241.5651225556634,8802.617,245.918,245.918,786.469,2.509,13.383,35.045,0.694,0.974,0.976,Выше среднего
7.148,,38997.3,280.4447401982049,9121.095,332.381,332.381,837.41,2.979,15.741,44.942,0.89,0.974,0.976,Сильный
8.206,12.34656,50991.783,323.3099917206005,9304.33,438.102,438.102,935.047,3.592,18.691,61.41,1.216,0.974,0.976,Сильный
9.3,13.88988,72759.94,372.8426453317099,9750.894,645.017,645.017,1087.264,4.526,22.94,90.573,1.793,0.974,0.976,Сильный
1.138,1.54332,4647.22,139.71207073240433,6626.601,6.692,6.692,602.397,1.248,6.826,25.621,0.259,0.974,0.977,Слабый
2.088,3.08664,2822.06,142.49761621858727,6769.763,25.227,25.227,508.276,1.198,6.504,11.814,0.14,0.974,0.977,Слабый
3.144,4.6299600000000005,8376.461,145.21938737390235,7062.387,60.314,60.314,593.273,1.391,7.57,12.611,0.25,0.974,0.977,Ниже среднего
4.161,6.17328,14720.613,162.04879449942777,7741.835,113.76,113.76,648.499,1.662,9.012,17.582,0.348,0.974,0.977,Ниже среднего
5.14,7.7166,21628.97,201.5132719743125,8473.534,175.237,175.237,716.656,2.085,11.21,25.683,0.508,0.974,0.977,Выше среднего
6.175,9.25992,29761.035,241.565646154439,8803.641,245.917,245.917,785.343,2.509,13.369,34.971,0.692,0.974,0.977,Выше среднего
7.148,10.80324,38996.725,280.4451590772253,9121.603,332.327,332.327,836.364,2.978,15.724,44.859,0.888,0.974,0.977,Сильный
8.206,12.34656,50992.334,323.3128191539888,9304.75,437.959,437.959,933.966,3.592,18.67,61.31,1.214,0.974,0.977,Сильный
9.3,13.88988,72761.576,372.8426453317099,9751.779,644.802,644.802,1086.365,4.525,22.913,90.464,1.791,0.974,0.977,Сильный
1.138,1.54332,2863.237,138.9796607650974,6622.35,6.291,6.291,551.73,1.19,6.486,26.575,0.201,0.974,0.978,Слабый
2.088,3.08664,2810.197,142.9414185407844,6775.102,25.993,25.993,505.196,1.198,6.498,9.441,0.134,0.974,0.978,Слабый
3.144,4.6299600000000005,8376.651,145.21938737390235,7064.933,60.324,60.324,592.461,1.391,7.563,12.577,0.249,0.974,0.978,Ниже среднего
4.161,6.17328,14720.687,162.04889921918286,7743.798,113.743,113.743,647.61,1.662,9.003,17.539,0.347,0.974,0.978,Ниже среднего
5.14,7.7166,21629.377,201.5133766940676,8474.44,175.266,175.266,715.675,2.085,11.199,25.626,0.507,0.974,0.978,Выше среднего
6.175,9.25992,29761.235,241.5665886322351,8804.669,245.94,245.94,784.22,2.509,13.355,34.898,0.691,0.974,0.978,Выше среднего
7.148,10.80324,38996.209,280.44526379698044,9122.11,332.234,332.234,835.322,2.978,15.707,44.777,0.887,0.974,0.978,Сильный
8.206,12.34656,50992.909,323.3151229886014,9305.17,437.961,437.961,932.887,3.591,18.649,61.21,1.212,0.974,0.978,Сильный
9.3,13.88988,72761.993,372.8432736502406,9752.641,644.766,644.766,1085.462,4.524,22.885,90.355,1.789,0.974,0.978,Сильный
1.138,1.54332,1924.539,139.1329704865926,6624.385,6.355,6.355,520.73,1.157,6.287,24.227,0.164,0.974,0.979,Слабый
2.088,3.08664,2833.16,143.18143621951864,6779.081,26.417,26.417,504.216,1.2,6.497,8.113,0.132,0.974,0.979,Слабый
3.144,4.6299600000000005,8376.664,145.21949209365746,7067.468,60.329,60.329,591.648,1.391,7.556,12.543,0.248,0.974,0.979,Ниже среднего
4.161,6.17328,14720.659,162.04900393893797,7745.755,113.758,113.758,646.723,1.662,8.993,17.496,0.346,0.974,0.979,Ниже среднего
5.14,7.7166,21629.507,201.51358613357783,8475.338,175.272,175.272,714.695,2.085,11.187,25.57,0.506,0.974,0.979,Выше среднего
6.175,9.25992,29761.557,241.5676358297863,8805.701,245.918,245.918,783.102,2.508,13.341,34.825,0.689,0.974,0.979,Выше среднего
7.148,10.80324,38995.702,280.4455779562458,9122.617,332.355,332.355,834.283,2.977,15.689,44.695,0.885,0.974,0.979,Сильный
8.206,12.34656,50993.28,323.3172173837038,9305.586,438.08,438.08,931.812,3.59,18.628,61.11,1.21,0.974,0.979,Сильный
9.3,13.88988,72762.818,372.8435878095059,9753.504,645.009,645.009,1084.564,4.523,22.857,90.247,1.786,0.974,0.979,Сильный
1.138,1.54332,877.004,140.75570781192684,6635.273,7.193,7.193,476.95,1.119,6.058,13.478,0.106,0.974,0.98,Слабый
2.088,3.08664,2879.653,143.45046127042104,6783.217,26.884,26.884,503.842,1.202,6.501,6.619,0.131,0.974,0.98,Слабый
3.144,4.6299600000000005,8376.75,145.21949209365746,7070.009,60.323,60.323,590.838,1.391,7.548,12.509,0.248,0.974,0.98,Ниже среднего
4.161,6.17328,14720.763,162.0491086586931,7747.724,113.749,113.749,645.839,1.661,8.984,17.453,0.345,0.974,0.98,Ниже среднего
5.14,7.7166,21629.705,201.513690853333,8476.239,175.236,175.236,713.718,2.085,11.176,25.513,0.505,0.974,0.98,Выше среднего
6.175,9.25992,29762.017,241.5699396643989,8806.741,245.97,245.97,781.987,2.508,13.327,34.751,0.688,0.974,0.98,Выше среднего
7.148,,38995.198,280.44578739575604,9123.124,332.351,332.351,833.246,2.977,15.672,44.613,0.883,0.974,0.98,Сильный
8.206,12.34656,50993.527,323.31868346027545,9306.015,437.97,437.97,930.743,3.589,18.607,61.011,1.208,0.974,0.98,Сильный
9.3,,72763.626,372.84442556754686,9754.363,644.87,644.87,1083.669,4.521,22.83,90.139,1.784,0.974,0.98,Сильный
1.138,1.54332,809.506,142.30734042353484,6647.144,8.018,8.018,466.775,1.118,6.038,4.032,0.088,0.974,0.981,Слабый
2.088,3.08664,2996.245,143.84829162012065,6788.241,27.587,27.587,505.07,1.207,6.524,5.075,0.132,0.974,0.981,Слабый
3.144,4.6299600000000005,8376.826,145.21959681341258,7072.55,60.331,60.331,590.03,1.391,7.541,12.475,0.247,0.974,0.981,Ниже среднего
4.161,6.17328,14720.809,162.0491086586931,7749.691,113.762,113.762,644.957,1.661,8.975,17.411,0.345,0.974,0.981,Ниже среднего
5.14,7.7166,21630.072,201.5137955730881,8477.144,175.276,175.276,712.745,2.084,11.164,25.457,0.504,0.974,0.981,Выше среднего
6.175,9.25992,29762.695,241.572662378032,8807.789,245.925,245.925,780.877,2.508,13.314,34.679,0.687,0.974,0.981,Выше среднего
7.148,,38994.691,280.4458921155112,9123.63,332.228,332.228,832.212,2.976,15.655,44.531,0.882,0.974,0.981,Сильный
8.206,12.34656,50993.815,323.3202542566023,9306.443,438.071,438.071,929.678,3.588,18.586,60.913,1.206,0.974,0.981,Сильный
9.3,13.88988,72765.272,372.8441114082816,9755.227,644.943,644.943,1082.78,4.52,22.803,90.032,1.782,0.974,0.981,Сильный
1.138,1.54332,1433.32,145.32431656853225,6669.383,9.683,9.683,481.952,1.146,6.183,0.56,0.103,0.974,0.982,Слабый
2.088,3.08664,3069.227,144.06956446268848,6792.142,27.978,27.978,505.718,1.209,6.532,3.7,0.132,0.974,0.982,Слабый
3.144,4.6299600000000005,8376.968,145.21959681341258,7075.095,60.333,60.333,589.224,1.391,7.534,12.442,0.246,0.974,0.982,Ниже среднего
4.161,6.17328,14720.991,162.04921337844823,7751.671,113.763,113.763,644.078,1.661,8.966,17.368,0.344,0.974,0.982,Ниже среднего
5.14,7.7166,21630.268,201.51400501259832,8478.045,175.27,175.27,711.773,2.084,11.153,25.401,0.503,0.974,0.982,Выше среднего
6.175,9.25992,29763.658,241.57664172872657,8808.85,245.951,245.951,779.771,2.507,13.3,34.606,0.685,0.974,0.982,Выше среднего
7.148,10.80324,38994.193,280.4461015550214,9124.136,332.277,332.277,831.182,2.975,15.638,44.449,0.88,0.974,0.982,Сильный
8.206,12.34656,50994.04,323.321720333174,9306.87,438.009,438.009,928.616,3.588,18.565,60.814,1.204,0.974,0.982,Сильный
9.3,13.88988,72766.747,372.8434830897508,9756.1,645.092,645.092,1081.9,4.519,22.775,89.926,1.78,0.974,0.982,Сильный
1.138,1.54332,2665.945,147.6198783205103,6687.681,11.006,11.006,518.304,1.196,6.455,0.0,0.145,0.974,0.983,Слабый
2.088,3.08664,3159.738,144.2720924690899,6795.935,28.339,28.339,507.092,1.213,6.545,2.766,0.133,0.974,0.983,Слабый
3.144,4.6299600000000005,8377.07,145.21970153316772,7077.639,60.331,60.331,588.419,1.391,7.526,12.408,0.246,0.974,0.983,Ниже среднего
4.161,6.17328,14721.094,162.04921337844823,7753.645,113.764,113.764,643.201,1.661,8.957,17.326,0.343,0.974,0.983,Ниже среднего
5.14,7.7166,21630.192,201.51421445210852,8478.939,175.259,175.259,710.802,2.084,11.141,25.345,0.502,0.974,0.983,Выше среднего
6.175,,29765.049,241.58219187574792,8809.928,245.983,245.983,778.669,2.507,13.287,34.535,0.684,0.974,0.983,Выше среднего
7.148,10.80324,38993.666,280.446520434042,9124.642,332.294,332.294,830.153,2.975,15.621,44.368,0.878,0.974,0.983,Сильный
8.206,12.34656,50994.29,323.3225580912149,9307.295,438.108,438.108,927.557,3.587,18.545,60.716,1.202,0.974,0.983,Сильный
9.3,13.88988,72767.268,372.8441114082816,9756.959,644.962,644.962,1081.019,4.518,22.748,89.82,1.778,0.974,0.983,Сильный
1.138,1.54332,4894.969,147.51903319633007,6691.168,10.983,10.983,584.21,1.273,6.882,0.0,0.222,0.974,0.984,Слабый
2.088,,3184.377,144.31816916134255,6798.749,28.427,28.427,507.135,1.214,6.543,2.291,0.133,0.974,0.984,Слабый
3.144,4.6299600000000005,8377.16,145.21970153316772,7080.183,60.332,60.332,587.615,1.39,7.519,12.375,0.245,0.974,0.984,Ниже среднего
4.161,6.17328,14721.187,162.04931809820337,7755.621,113.751,113.751,642.325,1.661,8.948,17.283,0.342,0.974,0.984,Ниже среднего
5.14,,21630.102,201.51452861137392,8479.833,175.249,175.249,709.833,2.084,11.13,25.289,0.501,0.974,0.984,Выше среднего
6.175,9.25992,29766.962,241.5889986598307,8811.025,246.033,246.033,777.574,2.507,13.274,34.463,0.682,0.974,0.984,Выше среднего
7.148,,38993.189,280.446520434042,9125.148,332.219,332.219,829.128,2.974,15.604,44.287,0.877,0.974,0.984,Сильный
8.206,12.34656,50994.338,323.32371000852123,9307.717,437.967,437.967,926.501,3.586,18.524,60.618,1.2,0.974,0.984,Сильный
9.3,13.88988,72767.495,372.8447397268122,9757.809,645.077,645.077,1080.138,4.517,22.721,89.713,1.776,0.974,0.984,Сильный
1.138,1.54332,7121.948,142.05402333590038,6661.422,7.923,7.923,655.668,1.325,7.206,14.797,0.321,0.974,0.985,Слабый
2.088,3.08664,3293.703,144.5261425950102,6802.571,28.802,28.802,509.169,1.218,6.561,1.471,0.135,0.974,0.985,Слабый
3.144,4.6299600000000005,8377.294,145.21980625292284,7082.73,60.333,60.333,586.814,1.39,7.512,12.341,0.244,0.974,0.985,Ниже среднего
4.161,6.17328,14721.311,162.04931809820337,7757.602,113.77,113.77,641.452,1.66,8.939,17.241,0.341,0.974,0.985,Ниже среднего
5.14,7.7166,21630.444,201.51463333112903,8480.739,175.29,175.29,708.87,2.083,11.119,25.233,0.499,0.974,0.985,Выше среднего
6.175,9.25992,29769.75,241.59852815754653,8812.158,245.985,245.985,776.485,2.507,13.26,34.393,0.681,0.974,0.985,Выше среднего
7.148,,38992.711,280.4467298735521,9125.653,332.197,332.197,828.106,2.974,15.586,44.206,0.875,0.974,0.985,Сильный
8.206,12.34656,50994.456,323.32391944803146,9308.138,438.008,438.008,925.448,3.585,18.503,60.521,1.198,0.974,0.985,Сильный
9.3,13.88988,72768.816,372.844530287302,9758.668,644.765,644.765,1079.266,4.515,22.694,89.608,1.774,0.974,0.985,Сильный
1.138,,4727.605,138.0229410823242,6637.231,5.778,5.778,601.624,1.247,6.767,31.163,0.266,0.974,0.986,Слабый
2.088,,3566.834,144.978427217372,6807.853,29.61,29.61,515.865,1.228,6.607,0.0,0.143,0.974,0.986,Слабый
3.144,4.6299600000000005,8377.366,145.21991097267795,7085.274,60.337,60.337,586.014,1.39,7.504,12.307,0.244,0.974,0.986,Ниже среднего
4.161,,14721.322,162.0494228179585,7759.574,113.754,113.754,640.581,1.66,8.93,17.199,0.34,0.974,0.986,Ниже среднего
5.14,7.7166,21630.687,201.51473805088412,8481.642,175.264,175.264,707.908,2.083,11.107,25.178,0.498,0.974,0.986,Выше среднего
6.175,9.25992,29773.953,241.6108850886507,8813.34,246.09,246.09,775.405,2.507,13.248,34.324,0.68,0.974,0.986,Выше среднего
7.148,10.80324,38992.234,280.44683459330724,9126.158,332.272,332.272,827.086,2.973,15.569,44.125,0.874,0.974,0.986,Сильный
8.206,12.34656,50994.462,323.32371000852123,9308.556,438.091,438.091,924.398,3.585,18.482,60.423,1.196,0.974,0.986,Сильный
9.3,13.88988,72769.189,372.8451586058328,9759.511,644.885,644.885,1078.391,4.514,22.667,89.502,1.772,0.974,0.986,Сильный
1.138,1.54332,2050.495,137.7246992197434,6634.802,5.607,5.607,524.133,1.159,6.267,28.916,0.174,0.974,0.987,Слабый
2.088,3.08664,3611.292,145.0364419617083,6810.7,29.722,29.722,516.447,1.23,6.611,0.0,0.144,0.974,0.987,Слабый
3.144,4.6299600000000005,8377.537,145.21991097267795,7087.826,60.341,60.341,585.216,1.39,7.497,12.274,0.243,0.974,0.987,Ниже среднего
4.161,6.17328,14721.441,162.04952753771357,7761.558,113.772,113.772,639.712,1.66,8.921,17.157,0.34,0.974,0.987,Ниже среднего
5.14,7.7166,21630.95,201.5148427706393,8482.547,175.243,175.243,706.949,2.083,11.096,25.122,0.497,0.974,0.987,Выше среднего
6.175,9.25992,29781.822,241.63036296310293,8814.661,246.15,246.15,774.339,2.507,13.236,34.257,0.678,0.974,0.987,Выше среднего
7.148,10.80324,38991.789,280.4470440328176,9126.663,332.249,332.249,826.069,2.972,15.553,44.044,0.872,0.974,0.987,Сильный
8.206,12.34656,50994.401,323.323500569011,9308.972,438.077,438.077,923.351,3.584,18.462,60.326,1.194,0.974,0.987,Сильный
9.3,13.88988,72769.805,372.8450538860776,9760.35,644.789,644.789,1077.52,4.513,22.64,89.397,1.77,0.974,0.987,Сильный
1.138,1.54332,698.211,139.17224039476247,6644.226,6.34,6.34,472.465,1.111,5.976,18.87,0.108,0.974,0.988,Слабый
2.088,3.08664,3598.386,145.00743458954017,6812.997,29.668,29.668,515.378,1.229,6.605,0.0,0.143,0.974,0.988,Слабый
3.144,,8377.594,145.2200156924331,7090.37,60.334,60.334,584.42,1.39,7.49,12.24,0.242,0.974,0.988,Ниже среднего
4.161,6.17328,14721.489,162.04963225746872,7763.537,113.77,113.77,638.845,1.66,8.912,17.115,0.339,0.974,0.988,Ниже среднего
5.14,7.7166,21630.951,201.51515692990463,8483.444,175.263,175.263,705.991,2.082,11.085,25.067,0.496,0.974,0.988,Выше среднего
6.175,9.25992,29789.614,241.64167269665583,8815.816,246.187,246.187,773.339,2.506,13.224,34.198,0.677,0.974,0.988,Выше среднего
7.148,10.80324,38991.357,280.44714875257256,9127.167,332.281,332.281,825.055,2.972,15.536,43.964,0.87,0.974,0.988,Сильный
8.206,12.34656,50994.294,323.3236052887661,9309.388,437.954,437.954,922.307,3.583,18.441,60.228,1.192,0.974,0.988,Сильный
9.3,13.88988,72771.142,372.8446350070572,9761.195,644.816,644.816,1076.655,4.512,22.613,89.293,1.768,0.974,0.988,Сильный
1.138,1.54332,482.489,141.64509269215813,6661.787,7.645,7.645,451.507,1.104,5.917,5.172,0.074,0.974,0.989,Слабый
2.088,3.08664,3877.118,145.37353485343846,6817.736,30.326,30.326,522.539,1.239,6.655,0.0,0.152,0.974,0.989,Слабый
3.144,,8377.695,145.2200156924331,7092.918,60.33,60.33,583.625,1.39,7.483,12.207,0.242,0.974,0.989,Ниже среднего
4.161,6.17328,14721.584,162.04963225746872,7765.522,113.775,113.775,637.981,1.66,8.903,17.073,0.338,0.974,0.989,Ниже среднего
5.14,,21631.218,201.51515692990463,8484.349,175.293,175.293,705.037,2.082,11.073,25.012,0.495,0.974,0.989,Выше среднего
6.175,9.25992,29789.974,241.64010190032909,8816.841,246.183,246.183,772.253,2.506,13.21,34.126,0.676,0.974,0.989,Выше среднего
7.148,10.80324,38990.932,280.44725347232776,9127.671,332.259,332.259,824.043,2.971,15.519,43.883,0.869,0.974,0.989,Сильный
8.206,,50994.276,323.3232911295008,9309.803,438.063,438.063,921.267,3.582,18.421,60.132,1.19,0.974,0.989,Сильный
9.3,,72771.93,372.8450538860776,9762.029,645.073,645.073,1075.79,4.511,22.586,89.188,1.766,0.974,0.989,Сильный
1.138,1.54332,1186.29,144.78082103946124,6685.022,9.359,9.359,469.443,1.135,6.08,0.0,0.091,0.974,0.99,Слабый
2.088,,3903.048,145.3910230525435,6820.324,30.368,30.368,522.503,1.24,6.653,0.0,0.152,0.974,0.99,Слабый
3.144,4.6299600000000005,8377.834,145.2201204121882,7095.469,60.343,60.343,582.832,1.39,7.476,12.174,0.241,0.974,0.99,Ниже среднего
